"pnum","id","Section","Lay.date","April.lay.date","Hatch.date","April.hatch.date","Incubation.duration","Clutch.size","Num.chicks","April.ring.date","Mean.chick.weight","nestbox","birthyear","box","section","x","y","edge_edi","altitude_m","northness","no_trees_75m","area_polygon","area_polygon_sqrt"
"20121EX60","TP27502","ex","2012-04-14","14","2012-05-06","36",NA,"6","4",50,NA,"EX60","2012","EX60","EX",446331.33,208517.71,78.1041,140.634,0.964731754,28,12339.8999250159,111.085102174035
"20121EX62A","TP42428","ex","2012-04-18","18","2012-05-16","46",NA,"9","6",60,NA,"EX62A","2012","EX62A","EX",446322.33,208376.71,59.5654,148.145,0.258186793,11,11231.7535535656,105.979967699399
"20121EX63","TP42424","ex","2012-04-25","25","2012-05-16","46",NA,"7","6",61,NA,"EX63","2012","EX63","EX",446234.33,208384.71,80.7655,152.238,0.911742688,11,13915.4116372652,117.963603019174
"20121EX66","TS44209","ex","2012-04-29","29","2012-05-18","48",NA,"7","7",62,NA,"EX66","2012","EX66","EX",445877.75,208346.33,107.112,162.518,0.924233129,46,6526.54968742188,80.7870638618701
"20121EX73A","TR41170","ex","21/04/2012","21","15/05/2012","45",NA,"9","6",59,NA,"EX73A","2012","EX73A","EX",446031.33,208127.71,12.0145,158.663,-0.993404823,15,15411.2922322154,124.142225822705
"20121EX80","TP27842","ex","2012-04-16","16","2012-05-15","45",NA,"10","7",59,NA,"EX80","2012","EX80","EX",445795.33,208313.71,189.388,162.683,0.042398787,30,22904.7626503296,151.343194925737
"20121EX80","TP27841","ex","2012-04-16","16","2012-05-15","45",NA,"10","7",59,NA,"EX80","2012","EX80","EX",445795.33,208313.71,189.388,162.683,0.042398787,30,22904.7626503296,151.343194925737
"20121MP25","TR40539","mp","2012-04-13","13","2012-05-03","33",NA,"6","5",48,NA,"MP25","2012","MP25","MP",448397.72,207421.76,7.01378,70.7218,0.040771804,11,5171.42924404331,71.912650097485
"20121MP34","TS44206","mp","2012-04-23","23","2012-05-16","46",NA,"7","7",62,NA,"MP34","2012","MP34","MP",448488.72,207295.76,13.4974,65.4708,0.243276448,19,3028.05803778302,55.0277933210393
"20121MP46","TR43409","mp",NA,NA,"2012-05-04","34",NA,"6","5",49,NA,"MP46","2012","MP46","MP",448477.72,207167.76,98.3358,67.8235,0.565328413,30,5752.74112103041,75.8468267037614
"20121MP78","TR42899","mp",NA,NA,"2012-05-28","58",NA,"5","5",73,NA,"MP78","2012","MP78","MP",448423.72,207060.76,83.0459,74.927,0.114919813,18,4359.59362991672,66.0272188564438
"20121MP78","TR42900","mp",NA,NA,"2012-05-28","58",NA,"5","5",73,NA,"MP78","2012","MP78","MP",448423.72,207060.76,83.0459,74.927,0.114919813,18,4359.59362991672,66.0272188564438
"20121MP90","TR43439","mp","2012-04-10","10","2012-05-12","42",NA,"8","4",57,NA,"MP90","2012","MP90","MP",448077.72,207710.76,44.0355,78.3301,0.997373107,10,6187.27073493972,78.6592062948751
"20121MP95","TR44588","mp","2012-04-20","20","2012-05-10","40",NA,"6","5",55,NA,"MP95","2012","MP95","MP",447941.72,207986.76,29.6373,71.4737,0.996986777,3,7871.63923890423,88.7222589821981
"20121O105","TP27828","o","2012-04-24","24","2012-05-13","43",NA,"6","5",57,NA,"O105","2012","O105","O",445697.33,207743.71,403.64,115.697,-0.962559391,21,24157.6198808383,155.427217310349
"20121O15","TS47073","o","2012-05-05","35","2012-05-23","53",NA,"8","8",67,NA,"O15","2012","O15","O",445419.72,208178.76,127.222,110.714,-0.3297236,34,4657.59166316967,68.2465505587621
"20121O17","TS47057","o","2012-04-28","28","2012-05-22","52",NA,"10","9",66,NA,"O17","2012","O17","O",445431.72,208036.76,224.332,122.634,0.813922905,38,15657.9932112657,125.131903251192
"20121O2","TR43403","o","2012-04-10","10","2012-05-03","33",NA,"8","4",47,NA,"O2","2012","O2","O",445295.72,208068.76,97.8094,112.9,0.996294433,67,8610.16829089914,92.7909925095057
"20121O2","TR43401","o","2012-04-10","10","2012-05-03","33",NA,"8","4",47,NA,"O2","2012","O2","O",445295.72,208068.76,97.8094,112.9,0.996294433,67,8610.16829089914,92.7909925095057
"20121O2","TR43402","o","2012-04-10","10","2012-05-03","33",NA,"8","4",47,NA,"O2","2012","O2","O",445295.72,208068.76,97.8094,112.9,0.996294433,67,8610.16829089914,92.7909925095057
"20121O21","TS47589","o","2012-04-23","23","2012-05-17","47",NA,"11","10",61,NA,"O21","2012","O21","O",445270.72,207991.76,59.0424,117.521,0.012531136,50,5725.77611222351,75.6688582722345
"20121O21","TS47592","o","2012-04-23","23","2012-05-17","47",NA,"11","10",61,NA,"O21","2012","O21","O",445270.72,207991.76,59.0424,117.521,0.012531136,50,5725.77611222351,75.6688582722345
"20121O56","TS47711","o","2012-04-21","21","2012-05-18","48",NA,"8","7",62,NA,"O56","2012","O56","O",445416.72,208003.76,206.994,124.94,0.840301775,41,9997.56914805435,99.9878450015518
"20121O56","TS47708","o","2012-04-21","21","2012-05-18","48",NA,"8","7",62,NA,"O56","2012","O56","O",445416.72,208003.76,206.994,124.94,0.840301775,41,9997.56914805435,99.9878450015518
"20121O85","TP42917","o","2012-04-15","15","2012-05-09","39",NA,"8","8",53,NA,"O85","2012","O85","O",445640.33,207606.71,272.327,100.46,-0.974464207,27,14423.6382039636,120.098452129757
"20121SW109","TS47003","sw","2012-04-05","5","2012-04-30","30",NA,"8","6",44,NA,"SW109","2012","SW109","SW",446096.33,207150.71,92.2754,111.849,-0.822451931,27,9179.28473423142,95.8085838233267
"20121SW111","TR40524","sw","2012-04-16","16","2012-05-03","33",NA,"5","5",47,NA,"SW111","2012","SW111","SW",445998.33,207148.71,43.7522,104.823,-0.664187203,5,6566.90221343748,81.0364252261752
"20121SW111","TR40523","sw","2012-04-16","16","2012-05-03","33",NA,"5","5",47,NA,"SW111","2012","SW111","SW",445998.33,207148.71,43.7522,104.823,-0.664187203,5,6566.90221343748,81.0364252261752
"20121SW113","TS47531","sw","2012-04-11","11","2012-05-02","32",NA,"5","4",46,NA,"SW113","2012","SW113","SW",446006.33,207195.71,95.7079,108.365,0.449116288,4,12620.8006980866,112.34233706883
"20121SW113","TS47529","sw","2012-04-11","11","2012-05-02","32",NA,"5","4",46,NA,"SW113","2012","SW113","SW",446006.33,207195.71,95.7079,108.365,0.449116288,4,12620.8006980866,112.34233706883
"20121SW122","TS47037","sw","2012-04-23","23","2012-05-18","48",NA,"7","7",62,NA,"SW122","2012","SW122","SW",445975.33,207428.71,310.675,103.093,0.227943038,14,14897.4180765463,122.054979728589
"20121SW126","TS47042","sw","2012-04-24","24","2012-05-19","49",NA,"8","5",63,NA,"SW126","2012","SW126","SW",446067.33,207514.71,362.353,107.925,0.220595296,79,19088.013817627,138.159378319486
"20121SW126","TS47043","sw","2012-04-24","24","2012-05-19","49",NA,"8","5",63,NA,"SW126","2012","SW126","SW",446067.33,207514.71,362.353,107.925,0.220595296,79,19088.013817627,138.159378319486
"20121SW4","TS47597","sw","2012-04-23","23","2012-05-17","47",NA,"5","5",61,NA,"SW4","2012","SW4","SW",446274.33,207845.71,44.2283,139.612,-0.868847616,22,5803.09705786407,76.178061526033
"20121SW44","TP26598","sw","18/04/2012","18","16/05/2012","46",NA,"9","9",61,NA,"SW44","2012","SW44","SW",446666.33,207531.71,13.2955,137.463,0.954845879,5,9871.01221614704,99.3529678275744
"20121SW72","TR40808","sw","2012-04-18","18","2012-05-15","45",NA,"7","7",60,NA,"SW72","2012","SW72","SW",447082.33,207381.71,89.09,144.322,0.985072304,15,18373.931930868,135.550477427665
"20121SW9","TR40855","sw","2012-05-12","42","2012-05-31","61",NA,"7","5",75,NA,"SW9","2012","SW9","SW",446338.33,207737.71,120.709,130.943,0.050498813,14,15355.4917717781,123.917277938866
"20121W105","TP42334","w","2012-04-15","15","2012-05-08","38",NA,"9","5",52,NA,"W105","2012","W105","W",445237.33,208993.71,40.8077,65.8714,0.998563914,12,19878.963676445,140.992778809572
"20121W105","TP42332","w","2012-04-15","15","2012-05-08","38",NA,"9","5",52,NA,"W105","2012","W105","W",445237.33,208993.71,40.8077,65.8714,0.998563914,12,19878.963676445,140.992778809572
"20121W12","TL39940","w","2012-04-26","26","2012-05-17","47",NA,"5","4",61,NA,"W12","2012","W12","W",446105.33,209157.71,268.036,87.9321,0.563598137,16,7649.95573103428,87.4640253534805
"20121W15","TL39809","w","2012-04-14","14","2012-05-11","41",NA,"10","9",55,NA,"W15","2012","W15","W",446267.33,209330.71,27.8987,71.6384,0.925024171,30,4961.19473640621,70.435748994429
"20121W25","TP42389","w","2012-04-18","18","2012-05-13","43",NA,"9","8",57,NA,"W25","2012","W25","W",446156.33,209366.71,129.714,68.3316,0.910863825,29,6746.29543012474,82.1358352372747
"20121W39","TL36297","w","2012-04-22","22","2012-05-12","42",NA,"6","6",56,NA,"W39","2012","W39","W",445981.33,209386.71,82.6912,67.257,0.995436259,46,4280.79724806175,65.4278017975673
"20121W47","TL36296","w","2012-04-17","17","2012-05-12","42",NA,"8","6",56,NA,"W47","2012","W47","W",446079.33,209309.71,184.679,72.9687,0.866381231,33,10305.7779938532,101.517377792441
"20121W50","TL36246","w","2012-04-16","16","2012-05-07","37",NA,"6","5",51,NA,"W50","2012","W50","W",445924.33,209323.71,134.693,72.6792,0.93189396,37,10372.385884691,101.844910941544
"20121W71","TP42439","w","2012-04-24","24","2012-05-16","46",NA,"6","4",60,NA,"W71","2012","W71","W",445813.33,209236.71,187.848,83.3233,0.912177343,21,8857.97554486059,94.1168186078375
"20121W80","TP42381","w","2012-04-13","13","2012-05-13","43",NA,"8","8",56,NA,"W80","2012","W80","W",445704.33,209263.71,117.698,74.5043,0.90187023,20,5656.68320621084,75.2109247796545
"20121W80","TP42380","w","2012-04-13","13","2012-05-13","43",NA,"8","8",56,NA,"W80","2012","W80","W",445704.33,209263.71,117.698,74.5043,0.90187023,20,5656.68320621084,75.2109247796545
"20121W9","TL39959","w","2012-04-26","26","2012-05-17","47",NA,"7","6",61,NA,"W9","2012","W9","W",446181.33,209099.76,275.239,92.0225,0.974809487,30,8865.49830271368,94.1567751291094
"20121W9","TL39955","w","2012-04-26","26","2012-05-17","47",NA,"7","6",61,NA,"W9","2012","W9","W",446181.33,209099.76,275.239,92.0225,0.974809487,30,8865.49830271368,94.1567751291094
"20121W9","TL39957","w","2012-04-26","26","2012-05-17","47",NA,"7","6",61,NA,"W9","2012","W9","W",446181.33,209099.76,275.239,92.0225,0.974809487,30,8865.49830271368,94.1567751291094
"20121W91","TL36237","w","2012-04-05","5","2012-05-06","36",NA,"11","10",50,NA,"W91","2012","W91","W",445496.33,209236.71,31.4326,65.6311,0.60589121,9,10869.5661557913,104.257211528945
"20121W93","TL39911","w","2012-04-23","23","2012-05-12","42",NA,"7","7",56,NA,"W93","2012","W93","W",445509.33,209146.71,126.239,72.0362,0.886049896,18,5546.62643105909,74.4756767747638
"20121W93","TL39910","w","2012-04-23","23","2012-05-12","42",NA,"7","7",56,NA,"W93","2012","W93","W",445509.33,209146.71,126.239,72.0362,0.886049896,18,5546.62643105909,74.4756767747638
"20121W98","TL36257","w","2012-04-19","19","2012-05-09","39",NA,"8","7",53,NA,"W98","2012","W98","W",445459.33,209114.71,126.428,70.7073,0.676503311,18,12377.4808667423,111.254127414412
"20131B122","TS43230","b","2013-05-08","38","2013-05-28","58",16,"5","5",72,18.45,"B122","2013","B122","B",447907.72,207820.76,116.125,79.2122,0.739362046,14,8919.29668006673,94.442028144607
"20131B122","TS43229","b","2013-05-08","38","2013-05-28","58",16,"5","5",72,18.45,"B122","2013","B122","B",447907.72,207820.76,116.125,79.2122,0.739362046,14,8919.29668006673,94.442028144607
"20131B125","TL39720","b","2013-05-12","42","2013-05-31","61",15,"5","5",75,17.86,"B125","2013","B125","B",447825.72,207780.76,146.752,91.7979,0.931992687,7,9509.10694969632,97.514649923467
"20131B201","TS43260","b","2013-05-03","33","2013-05-24","54",17,"5","4",68,18.5,"B201","2013","B201","B",447485.72,207826.76,31.6845,108.324,0.985564925,1,12458.408648394,111.617241716475
"20131B21","TS43239","b","2013-05-04","34","2013-05-28","58",20,"5","5",71,19.55,"B21","2013","B21","B",447972.72,207764.76,32.4173,78.8858,0.586008954,13,4299.48632799089,65.5704684136913
"20131B21","TS43241","b","2013-05-04","34","2013-05-28","58",20,"5","5",71,19.55,"B21","2013","B21","B",447972.72,207764.76,32.4173,78.8858,0.586008954,13,4299.48632799089,65.5704684136913
"20131B21","TS43238","b","2013-05-04","34","2013-05-28","58",20,"5","5",71,19.55,"B21","2013","B21","B",447972.72,207764.76,32.4173,78.8858,0.586008954,13,4299.48632799089,65.5704684136913
"20131B217","TS43272","b",NA,NA,"2013-05-20","50",NA,"6","4",64,18.83,"B217","2013","B217","B",447751.72,207832.76,163.477,91.2885,0.944268411,5,10183.4020167235,100.912843665826
"20131B217","TS43273","b",NA,NA,"2013-05-20","50",NA,"6","4",64,18.83,"B217","2013","B217","B",447751.72,207832.76,163.477,91.2885,0.944268411,5,10183.4020167235,100.912843665826
"20131B62","TP27429","b","2013-05-08","38","2013-05-28","58",16,"5","4",72,15.6,"B62","2013","B62","B",447393.72,207609.76,235.376,126.175,0.999138111,19,22573.2444981039,150.243949955078
"20131B68","TP27444","b","2013-05-05","35","2013-05-28","58",17,"7","7",72,18.2,"B68","2013","B68","B",447482.72,207455.76,122.067,134.654,0.854072326,NA,10102.0323760584,100.508867151403
"20131B68","TP27443","b","2013-05-05","35","2013-05-28","58",17,"7","7",72,18.2,"B68","2013","B68","B",447482.72,207455.76,122.067,134.654,0.854072326,NA,10102.0323760584,100.508867151403
"20131B68","TP27445","b","2013-05-05","35","2013-05-28","58",17,"7","7",72,18.2,"B68","2013","B68","B",447482.72,207455.76,122.067,134.654,0.854072326,NA,10102.0323760584,100.508867151403
"20131B70","TP27407","b","2013-05-02","32","2013-05-22","52",13,"8","7",66,16.28,"B70","2013","B70","B",447547.72,207358.76,17.983,139.687,0.900112813,19,9814.96747191856,99.0705176726081
"20131B71","TP27460","b","2013-05-04","34","2013-05-31","61",19,"9","5",75,17.94,"B71","2013","B71","B",447568.72,207405.76,21.5165,136.459,0.926837593,7,5353.95322916657,73.1707129196277
"20131B71","TP27459","b","2013-05-04","34","2013-05-31","61",19,"9","5",75,17.94,"B71","2013","B71","B",447568.72,207405.76,21.5165,136.459,0.926837593,7,5353.95322916657,73.1707129196277
"20131B86","TS43276","b","2013-04-29","29","2013-05-20","50",14,"8","5",64,16.46,"B86","2013","B86","B",447683.72,207911.81,59.0568,90.5569,0.18472672,4,11155.3074427731,105.618688889671
"20131B92","TS45695","b","2013-05-10","40","2013-05-30","60",14,"7","7",74,13.58,"B92","2013","B92","B",447928.72,207740.76,37.0559,84.1354,0.620647038,16,3899.71060510725,62.4476629275047
"20131C106","TP42714","c","2013-04-21","21","2013-05-12","42",13,"9","7",56,17.07,"C106","2013","C106","C",446229.72,206720.76,89.1936,96.6604,-0.999750858,39,8647.98436963186,92.9945394613676
"20131C106","TP42715","c","2013-04-21","21","2013-05-12","42",13,"9","7",56,17.07,"C106","2013","C106","C",446229.72,206720.76,89.1936,96.6604,-0.999750858,39,8647.98436963186,92.9945394613676
"20131C106","TP42717","c","2013-04-21","21","2013-05-12","42",13,"9","7",56,17.07,"C106","2013","C106","C",446229.72,206720.76,89.1936,96.6604,-0.999750858,39,8647.98436963186,92.9945394613676
"20131C106","TP42712","c","2013-04-21","21","2013-05-12","42",13,"9","7",56,17.07,"C106","2013","C106","C",446229.72,206720.76,89.1936,96.6604,-0.999750858,39,8647.98436963186,92.9945394613676
"20131C110","TP42797","c","2013-04-26","26","2013-06-11","72",40,"7","5",84,18.13,"C110","2013","C110","C",446166.33,206677.71,61.9122,92.6164,-0.875059346,28,4037.42232165858,63.5407138900609
"20131C118","TP42772","c","2013-04-28","28","2013-05-19","49",13,"9","6",63,17.76,"C118","2013","C118","C",446455.72,206687.76,14.7456,90.5098,-0.984710616,94,6347.07405136432,79.668526102623
"20131C118","TP42771","c","2013-04-28","28","2013-05-19","49",13,"9","6",63,17.76,"C118","2013","C118","C",446455.72,206687.76,14.7456,90.5098,-0.984710616,94,6347.07405136432,79.668526102623
"20131C12","TP42722","c","2013-04-25","25","2013-05-13","43",11,"8","8",57,15.04,"C12","2013","C12","C",446248.33,206605.71,18.3412,87.4902,-0.988656988,56,3243.55272199959,56.9521968145179
"20131C12","TP42718","c","2013-04-25","25","2013-05-13","43",11,"8","8",57,15.04,"C12","2013","C12","C",446248.33,206605.71,18.3412,87.4902,-0.988656988,56,3243.55272199959,56.9521968145179
"20131C148","TP42761","c","2013-05-01","31","2013-05-18","48",13,"5","5",62,15.35,"C148","2013","C148","C",446652.33,206898.76,3.55454,111.202,-0.177033208,7,4808.05395838618,69.3401323793529
"20131C148","TP42759","c","2013-05-01","31","2013-05-18","48",13,"5","5",62,15.35,"C148","2013","C148","C",446652.33,206898.76,3.55454,111.202,-0.177033208,7,4808.05395838618,69.3401323793529
"20131C154","TP42738","c","2013-04-25","25","2013-05-17","47",16,"7","4",61,14.58,"C154","2013","C154","C",446591.33,206803.71,4.75973,100.282,-0.32094361,13,2516.61130884849,50.165838065844
"20131C41","TP42742","c","2013-04-27","27","2013-05-17","47",14,"7","5",61,18.76,"C41","2013","C41","C",446495.72,207026.76,3.86362,110.25,-0.91725483,9,5288.44095598161,72.7216677200242
"20131C41","TP42743","c","2013-04-27","27","2013-05-17","47",14,"7","5",61,18.76,"C41","2013","C41","C",446495.72,207026.76,3.86362,110.25,-0.91725483,9,5288.44095598161,72.7216677200242
"20131C61","TP42727","c","2013-04-25","25","2013-05-15","45",14,"7","5",59,13.88,"C61","2013","C61","C",446277.33,206952.71,67.4714,112.129,-0.831091255,13,10818.1887252443,104.01052218523
"20131C9A","TP42709","c","2013-04-21","21","2013-05-10","40",15,"5","5",54,14.47,"C9A","2013","C9A","C",446141.33,206711.71,16.2825,93.1011,-0.579252719,18,6023.03171583431,77.6081936127514
"20131CP17","TS47497","cp","2013-05-10","40","2013-05-25","55",11,"5","3",69,20.63,"CP17","2013","CP17","CP",446523.33,209028.71,214.165,93.6368,0.698427777,6,12673.7547295168,112.57777191576
"20131CP17","TS47498","cp","2013-05-10","40","2013-05-25","55",11,"5","3",69,20.63,"CP17","2013","CP17","CP",446523.33,209028.71,214.165,93.6368,0.698427777,6,12673.7547295168,112.57777191576
"20131CP2","TS47487","cp","2013-05-02","32","2013-05-24","54",16,"7","7",68,16.16,"CP2","2013","CP2","CP",446331.33,209279.71,68.339,77.2489,0.990413267,40,13716.1556045488,117.115992095652
"20131CP2","TS47490","cp","2013-05-02","32","2013-05-24","54",16,"7","7",68,16.16,"CP2","2013","CP2","CP",446331.33,209279.71,68.339,77.2489,0.990413267,40,13716.1556045488,117.115992095652
"20131CP2","TS47486","cp","2013-05-02","32","2013-05-24","54",16,"7","7",68,16.16,"CP2","2013","CP2","CP",446331.33,209279.71,68.339,77.2489,0.990413267,40,13716.1556045488,117.115992095652
"20131CP20","TS47220","cp","2013-05-05","35","2013-05-26","56",14,"8","7",70,19.97,"CP20","2013","CP20","CP",446475.33,208953.71,222.469,96.8273,0.527178279,16,19924.1387640983,141.152891447885
"20131CP21","TS47200","cp","2013-05-11","41","2013-06-01","62",15,"7","6",76,18.78,"CP21","2013","CP21","CP",446357.33,208965.71,335.112,97.2249,0.875354851,8,29154.6936256066,170.747455692923
"20131CP21","TS47198","cp","2013-05-11","41","2013-06-01","62",15,"7","6",76,18.78,"CP21","2013","CP21","CP",446357.33,208965.71,335.112,97.2249,0.875354851,8,29154.6936256066,170.747455692923
"20131CP31","TS47247","cp","2013-05-04","34","2013-05-29","59",19,"7","3",73,19.17,"CP31","2013","CP31","CP",446600.33,208929.71,100.775,103.204,0.936979276,13,19160.6950547041,138.4221624405
"20131CP31","TS47246","cp","2013-05-04","34","2013-05-29","59",19,"7","3",73,19.17,"CP31","2013","CP31","CP",446600.33,208929.71,100.775,103.204,0.936979276,13,19160.6950547041,138.4221624405
"20131CP34","TS47424","cp","2013-04-30","30","2013-05-19","49",12,"8","8",63,15.02,"CP34","2013","CP34","CP",446663.33,208847.71,7.33869,105.605,0.843343616,4,12417.8352950905,111.435341319935
"20131CP40A","TS47429","cp","2013-05-02","32","2013-05-19","49",12,"6","6",63,17.1,"CP40A","2013","CP40A","CP",447114.72,208507.76,15.551,88.6289,0.168778396,14,36184.9968597479,190.223544441134
"20131CP40A","TS47428","cp","2013-05-02","32","2013-05-19","49",12,"6","6",63,17.1,"CP40A","2013","CP40A","CP",447114.72,208507.76,15.551,88.6289,0.168778396,14,36184.9968597479,190.223544441134
"20131CP40A","TS47425","cp","2013-05-02","32","2013-05-19","49",12,"6","6",63,17.1,"CP40A","2013","CP40A","CP",447114.72,208507.76,15.551,88.6289,0.168778396,14,36184.9968597479,190.223544441134
"20131CP41","TS47483","cp","2013-05-06","36","2013-05-24","54",13,"6","5",68,16.7,"CP41","2013","CP41","CP",447001.72,208493.76,83.7591,98.8621,-0.140586744,12,11209.2514265031,105.87375230199
"20131CP41","TS47484","cp","2013-05-06","36","2013-05-24","54",13,"6","5",68,16.7,"CP41","2013","CP41","CP",447001.72,208493.76,83.7591,98.8621,-0.140586744,12,11209.2514265031,105.87375230199
"20131CP6","TS47244","cp","2013-05-09","39","2013-05-29","59",15,"6","6",73,17.78,"CP6","2013","CP6","CP",446499.33,209263.71,52.3005,76.4745,0.261651855,7,7055.98376061395,83.9999033369322
"20131CP6","TS47241","cp","2013-05-09","39","2013-05-29","59",15,"6","6",73,17.78,"CP6","2013","CP6","CP",446499.33,209263.71,52.3005,76.4745,0.261651855,7,7055.98376061395,83.9999033369322
"20131CP6","TS47242","cp","2013-05-09","39","2013-05-29","59",15,"6","6",73,17.78,"CP6","2013","CP6","CP",446499.33,209263.71,52.3005,76.4745,0.261651855,7,7055.98376061395,83.9999033369322
"20131CP7","TS47203","cp","2013-05-02","32","2013-05-25","55",16,"8","8",69,18.56,"CP7","2013","CP7","CP",446544.33,209240.71,41.1062,76.4642,-0.707082098,6,12742.3444185872,112.881993331918
"20131CP7","TS47205","cp","2013-05-02","32","2013-05-25","55",16,"8","8",69,18.56,"CP7","2013","CP7","CP",446544.33,209240.71,41.1062,76.4642,-0.707082098,6,12742.3444185872,112.881993331918
"20131CP8","TS47464","cp","2013-04-27","27","2013-05-22","52",18,"8","8",66,18.05,"CP8","2013","CP8","CP",446499.33,209141.71,152.928,80.0348,0.997562272,9,19837.806083451,140.846746797542
"20131CP8","TS47469","cp","2013-04-27","27","2013-05-22","52",18,"8","8",66,18.05,"CP8","2013","CP8","CP",446499.33,209141.71,152.928,80.0348,0.997562272,9,19837.806083451,140.846746797542
"20131CP8","TS47466","cp","2013-04-27","27","2013-05-22","52",18,"8","8",66,18.05,"CP8","2013","CP8","CP",446499.33,209141.71,152.928,80.0348,0.997562272,9,19837.806083451,140.846746797542
"20131CP8","TS47471","cp","2013-04-27","27","2013-05-22","52",18,"8","8",66,18.05,"CP8","2013","CP8","CP",446499.33,209141.71,152.928,80.0348,0.997562272,9,19837.806083451,140.846746797542
"20131EX11","TS47168","ex","2013-05-11","41","2013-05-29","59",14,"5","4",73,18.93,"EX11","2013","EX11","EX",445444.33,208706.71,186.508,102.376,0.289081922,31,20956.424321495,144.76333901059
"20131EX12","TS47133","ex","2013-05-04","34","2013-05-24","54",14,"7","7",68,18.79,"EX12","2013","EX12","EX",445406.33,208764.71,165.052,95.8524,0.779611298,28,10588.7140392512,102.901477342413
"20131EX12","TS47132","ex","2013-05-04","34","2013-05-24","54",14,"7","7",68,18.79,"EX12","2013","EX12","EX",445406.33,208764.71,165.052,95.8524,0.779611298,28,10588.7140392512,102.901477342413
"20131EX12","TS47137","ex","2013-05-04","34","2013-05-24","54",14,"7","7",68,18.79,"EX12","2013","EX12","EX",445406.33,208764.71,165.052,95.8524,0.779611298,28,10588.7140392512,102.901477342413
"20131EX12","TS47135","ex","2013-05-04","34","2013-05-24","54",14,"7","7",68,18.79,"EX12","2013","EX12","EX",445406.33,208764.71,165.052,95.8524,0.779611298,28,10588.7140392512,102.901477342413
"20131EX12","TS47136","ex","2013-05-04","34","2013-05-24","54",14,"7","7",68,18.79,"EX12","2013","EX12","EX",445406.33,208764.71,165.052,95.8524,0.779611298,28,10588.7140392512,102.901477342413
"20131EX14","TS47141","ex","2013-05-05","35","2013-05-25","55",16,"5","5",69,20.02,"EX14","2013","EX14","EX",445451.33,208853.71,212.637,92.0599,0.361380476,24,34691.5226354534,186.256604273388
"20131EX19","TS47164","ex","2013-05-10","40","2013-05-27","57",12,"6","6",71,19.75,"EX19","2013","EX19","EX",445807.33,209073.71,333.586,98.2496,0.832930899,19,44545.6420637965,211.05838543824
"20131EX19","TS47167","ex","2013-05-10","40","2013-05-27","57",12,"6","6",71,19.75,"EX19","2013","EX19","EX",445807.33,209073.71,333.586,98.2496,0.832930899,19,44545.6420637965,211.05838543824
"20131EX19","TS47165","ex","2013-05-10","40","2013-05-27","57",12,"6","6",71,19.75,"EX19","2013","EX19","EX",445807.33,209073.71,333.586,98.2496,0.832930899,19,44545.6420637965,211.05838543824
"20131EX2","TX42784","ex","2013-05-07","37","2013-05-29","59",14,"9","7",73,16.73,"EX2","2013","EX2","EX",445636.33,208384.71,333.238,151.551,0.628546946,33,28853.3377665374,169.86270269408
"20131EX34","TS47277","ex","2013-05-21","51","2013-06-07","68",11,"7","6",82,17.48,"EX34","2013","EX34","EX",445711.33,208853.71,469.367,112.72,0.751713208,41,35688.2114153504,188.913237798071
"20131EX37","TX42763","ex","2013-05-02","32","2013-05-27","57",20,"6","5",71,18.24,"EX37","2013","EX37","EX",445613.33,208723.71,353.159,114.465,-0.097009674,52,19836.2167969979,140.841104784782
"20131EX37","TX42760","ex","2013-05-02","32","2013-05-27","57",20,"6","5",71,18.24,"EX37","2013","EX37","EX",445613.33,208723.71,353.159,114.465,-0.097009674,52,19836.2167969979,140.841104784782
"20131EX39A","TS47174","ex","2013-05-07","37","2013-06-01","62",17,"9","9",76,19.3,"EX39A","2013","EX39A","EX",445861.33,208761.71,435.262,133.29,0.943962359,34,60915.4315511584,246.810517505147
"20131EX39A","TS47172","ex","2013-05-07","37","2013-06-01","62",17,"9","9",76,19.3,"EX39A","2013","EX39A","EX",445861.33,208761.71,435.262,133.29,0.943962359,34,60915.4315511584,246.810517505147
"20131EX39A","TS47173","ex","2013-05-07","37","2013-06-01","62",17,"9","9",76,19.3,"EX39A","2013","EX39A","EX",445861.33,208761.71,435.262,133.29,0.943962359,34,60915.4315511584,246.810517505147
"20131EX39A","TS47178","ex","2013-05-07","37","2013-06-01","62",17,"9","9",76,19.3,"EX39A","2013","EX39A","EX",445861.33,208761.71,435.262,133.29,0.943962359,34,60915.4315511584,246.810517505147
"20131EX41B","TR44258","ex","2013-05-13","43","2013-06-02","63",17,"4","4",77,19.48,"EX41B","2013","EX41B","EX",445738.33,208427.71,263.057,157.674,0.685170278,54,5715.58664438128,75.6014989559154
"20131EX41B","TR44257","ex","2013-05-13","43","2013-06-02","63",17,"4","4",77,19.48,"EX41B","2013","EX41B","EX",445738.33,208427.71,263.057,157.674,0.685170278,54,5715.58664438128,75.6014989559154
"20131EX41B","TR44260","ex","2013-05-13","43","2013-06-02","63",17,"4","4",77,19.48,"EX41B","2013","EX41B","EX",445738.33,208427.71,263.057,157.674,0.685170278,54,5715.58664438128,75.6014989559154
"20131EX41C","TX42794","ex","2013-05-06","36","2013-05-29","59",17,"7","6",73,18.93,"EX41C","2013","EX41C","EX",445761.33,208406.71,234.315,159.988,0.777596095,52,6873.02897392958,82.9037331724548
