"pnum","id","Section","Lay.date","April.lay.date","Hatch.date","April.hatch.date","Incubation.duration","Clutch.size","Num.chicks","April.ring.date","Mean.chick.weight","nestbox","birthyear","box","section","x","y","edge_edi","altitude_m","northness","no_trees_75m","area_polygon","area_polygon_sqrt"
"20131W22","TS47230","w","2013-05-10","40","2013-05-27","57",13,"5","5",71,18.64,"W22","2013","W22","W",446164.33,209458.71,97.2671,63.702,0.567642598,26,10180.7667457759,100.89978565773
"20131W37","TS47478","w","2013-05-02","32","2013-05-23","53",16,"6","6",67,18.32,"W37","2013","W37","W",446046.33,209353.71,132.242,69.7096,0.999271787,54,11896.4994454877,109.071075200934
"20131W37","TS47477","w","2013-05-02","32","2013-05-23","53",16,"6","6",67,18.32,"W37","2013","W37","W",446046.33,209353.71,132.242,69.7096,0.999271787,54,11896.4994454877,109.071075200934
"20131W37","TS47479","w","2013-05-02","32","2013-05-23","53",16,"6","6",67,18.32,"W37","2013","W37","W",446046.33,209353.71,132.242,69.7096,0.999271787,54,11896.4994454877,109.071075200934
"20131W37","TS47482","w","2013-05-02","32","2013-05-23","53",16,"6","6",67,18.32,"W37","2013","W37","W",446046.33,209353.71,132.242,69.7096,0.999271787,54,11896.4994454877,109.071075200934
"20131W51","TS47130","w","2013-05-03","33","2013-05-23","53",14,"7","7",68,17.85,"W51","2013","W51","W",445892.33,209413.76,33.7957,64.0217,0.999714563,21,10787.6036862079,103.863389537449
"20131W51","TS47125","w","2013-05-03","33","2013-05-23","53",14,"7","7",68,17.85,"W51","2013","W51","W",445892.33,209413.76,33.7957,64.0217,0.999714563,21,10787.6036862079,103.863389537449
"20131W56","TS47107","w","2013-05-01","31","2013-05-22","52",15,"7","4",66,15.78,"W56","2013","W56","W",445993.33,209438.71,29.133,64.544,0.944416542,29,8835.51540823001,93.9974223488603
"20131W60","TX42756","w","2013-05-04","34","2013-05-26","56",15,"8","6",70,14.53,"W60","2013","W60","W",445859.33,209421.71,19.5668,62.8836,0.966546404,19,4727.16702609509,68.7543964128483
"20131W66","TS47190","w","2013-05-08","38","2013-05-29","59",17,"5","5",76,NA,"W66","2013","W66","W",445757.33,209361.71,46.3383,64.8636,0.911632967,34,9978.00214120001,99.8899501511539
"20131W66","TS47194","w","2013-05-08","38","2013-05-29","59",17,"5","5",76,NA,"W66","2013","W66","W",445757.33,209361.71,46.3383,64.8636,0.911632967,34,9978.00214120001,99.8899501511539
"20131W7","TS47495","w","2013-05-06","36","2013-05-25","55",13,"7","6",69,18.68,"W7","2013","W7","W",446155.33,209193.71,207.939,81.7544,0.962592502,14,14081.2419389226,118.664408897203
"20131W7","TS47491","w","2013-05-06","36","2013-05-25","55",13,"7","6",69,18.68,"W7","2013","W7","W",446155.33,209193.71,207.939,81.7544,0.962592502,14,14081.2419389226,118.664408897203
"20131W7","TS47492","w","2013-05-06","36","2013-05-25","55",13,"7","6",69,18.68,"W7","2013","W7","W",446155.33,209193.71,207.939,81.7544,0.962592502,14,14081.2419389226,118.664408897203
"20131W7","TS47493","w","2013-05-06","36","2013-05-25","55",13,"7","6",69,18.68,"W7","2013","W7","W",446155.33,209193.71,207.939,81.7544,0.962592502,14,14081.2419389226,118.664408897203
"20131W74","TS47269","w","2013-05-20","50","2013-06-07","68",13,"6","6",82,14.08,"W74","2013","W74","W",445800.33,209211.71,207.399,86.3679,0.938161128,20,16839.0089268371,129.765206919409
"20131W74","TS47271","w","2013-05-20","50","2013-06-07","68",13,"6","6",82,14.08,"W74","2013","W74","W",445800.33,209211.71,207.399,86.3679,0.938161128,20,16839.0089268371,129.765206919409
"20131W77","TS47122","w","2013-05-05","35","2013-05-24","54",13,"7","7",68,17.71,"W77","2013","W77","W",445609.33,209153.71,162.311,80.9556,0.840084086,20,15412.3753568721,124.146588180554
"20131W77","TS47120","w","2013-05-05","35","2013-05-24","54",13,"7","7",68,17.71,"W77","2013","W77","W",445609.33,209153.71,162.311,80.9556,0.840084086,20,15412.3753568721,124.146588180554
"20131W77","TS47124","w","2013-05-05","35","2013-05-24","54",13,"7","7",68,17.71,"W77","2013","W77","W",445609.33,209153.71,162.311,80.9556,0.840084086,20,15412.3753568721,124.146588180554
"20131W81","TS47444","w","2013-04-29","29","2013-05-20","50",14,"8","5",64,16.44,"W81","2013","W81","W",445606.33,209304.71,26.7868,64.8967,0.809652565,22,8257.39476335607,90.8702083378049
"20131W81","TS47440","w","2013-04-29","29","2013-05-20","50",14,"8","5",64,16.44,"W81","2013","W81","W",445606.33,209304.71,26.7868,64.8967,0.809652565,22,8257.39476335607,90.8702083378049
"20131W81","TS47442","w","2013-04-29","29","2013-05-20","50",14,"8","5",64,16.44,"W81","2013","W81","W",445606.33,209304.71,26.7868,64.8967,0.809652565,22,8257.39476335607,90.8702083378049
"20131W85","TS47112","w","2013-05-03","33","2013-05-22","52",13,"7","7",66,15.7,"W85","2013","W85","W",445566.33,209264.71,40.5541,66.3112,0.841802957,20,8383.77367851138,91.5629492672193
"20131W85","TS47111","w","2013-05-03","33","2013-05-22","52",13,"7","7",66,15.7,"W85","2013","W85","W",445566.33,209264.71,40.5541,66.3112,0.841802957,20,8383.77367851138,91.5629492672193
"20131W92","TS47152","w","2013-05-03","33","2013-05-26","56",15,"9","9",70,16.66,"W92","2013","W92","W",445495.33,209195.71,76.3914,67.899,0.491268644,5,14188.1941263825,119.114206232433
"20131W92","TS47151","w","2013-05-03","33","2013-05-26","56",15,"9","9",70,16.66,"W92","2013","W92","W",445495.33,209195.71,76.3914,67.899,0.491268644,5,14188.1941263825,119.114206232433
"20131W98","TS47146","w","2013-05-10","40","2013-05-26","56",9,"8","6",70,17.23,"W98","2013","W98","W",445459.33,209114.71,126.428,70.7073,0.676503311,18,18988.4008442014,137.798406537236
"20131W98","TS47145","w","2013-05-10","40","2013-05-26","56",9,"8","6",70,17.23,"W98","2013","W98","W",445459.33,209114.71,126.428,70.7073,0.676503311,18,18988.4008442014,137.798406537236
